route,alpha,step,loss,accuracy,first_nonfinite
plain,0.5,107,1.0986123085021973,0.3333333432674408,
plain,0.5,108,1.0986123085021973,0.3333333432674408,
plain,0.5,109,1.0986123085021973,0.3333333432674408,
plain,0.5,110,1.0986124277114868,0.3333333432674408,
plain,0.5,111,1.0986123085021973,0.3333333432674408,
plain,0.5,112,1.0986120700836182,0.3333333432674408,
plain,0.5,113,1.0986123085021973,0.3333333432674408,
plain,0.5,114,1.0986123085021973,0.3333333432674408,
plain,0.5,115,1.0986123085021973,0.3333333432674408,
plain,0.5,116,1.0986120700836182,0.3333333432674408,
plain,0.5,117,1.0986123085021973,0.3333333432674408,
plain,0.5,118,1.0986121892929077,0.3333333432674408,
plain,0.5,119,1.0986121892929077,0.3333333432674408,
plain,0.5,120,1.0986120700836182,0.3333333432674408,
plain,0.5,121,1.0986121892929077,0.3333333432674408,
plain,0.5,122,1.0986120700836182,0.3333333432674408,
plain,0.5,123,1.0986121892929077,0.3333333432674408,
plain,0.5,124,1.0986123085021973,0.3333333432674408,
plain,0.5,125,1.0986121892929077,0.3333333432674408,
plain,0.5,126,1.0986120700836182,0.3333333432674408,
plain,0.5,127,1.0986124277114868,0.3333333432674408,
plain,0.5,128,1.0986121892929077,0.3333333432674408,
plain,0.5,129,1.0986120700836182,0.3333333432674408,
plain,0.5,130,1.0986120700836182,0.3333333432674408,
plain,0.5,131,1.0986120700836182,0.3333333432674408,
plain,0.5,132,1.0986120700836182,0.3333333432674408,
plain,0.5,133,1.0986121892929077,0.3333333432674408,
plain,0.5,134,1.0986123085021973,0.3333333432674408,
plain,0.5,135,1.0986120700836182,0.3333333432674408,
plain,0.5,136,1.0986119508743286,0.3333333432674408,
plain,0.5,137,1.0986120700836182,0.3333333432674408,
plain,0.5,138,1.0986121892929077,0.3333333432674408,
plain,0.5,139,1.0986119508743286,0.3333333432674408,
plain,0.5,140,1.0986120700836182,0.3333333432674408,
plain,0.5,141,1.0986123085021973,0.3333333432674408,
plain,0.5,142,1.0986120700836182,0.3333333432674408,
plain,0.5,143,1.0986120700836182,0.3333333432674408,
plain,0.5,144,1.0986120700836182,0.3333333432674408,
plain,0.5,145,1.0986121892929077,0.3333333432674408,
plain,0.5,146,1.0986120700836182,0.3333333432674408,
plain,0.5,147,1.0986119508743286,0.3333333432674408,
plain,0.5,148,1.0986120700836182,0.3333333432674408,
plain,0.5,149,1.0986119508743286,0.3333333432674408,
plain,0.5,150,1.0986123085021973,0.3333333432674408,
batchnorm,0.5,0,1.116661548614502,0.3733333349227905,
batchnorm,0.5,1,1.1311149597167969,0.33444443345069885,
batchnorm,0.5,2,1.1132649183273315,0.3566666543483734,
batchnorm,0.5,3,1.0860238075256348,0.3766666650772095,
batchnorm,0.5,4,1.1152032613754272,0.3422222137451172,
batchnorm,0.5,5,1.0867130756378174,0.38777777552604675,
batchnorm,0.5,6,1.0719460248947144,0.4011111259460449,
batchnorm,0.5,7,1.065526008605957,0.41555556654930115,
batchnorm,0.5,8,1.0719577074050903,0.378888875246048,
batchnorm,0.5,9,1.0549402236938477,0.4266666769981384,
batchnorm,0.5,10,1.0402417182922363,0.4566666781902313,
batchnorm,0.5,11,1.0279386043548584,0.476666659116745,
batchnorm,0.5,12,1.0206067562103271,0.476666659116745,
batchnorm,0.5,13,1.0095587968826294,0.47555556893348694,
batchnorm,0.5,14,0.990139365196228,0.5277777910232544,
batchnorm,0.5,15,0.9807910323143005,0.5266666412353516,
batchnorm,0.5,16,0.97199946641922,0.5488888621330261,
batchnorm,0.5,17,0.9531480073928833,0.5555555820465088,
batchnorm,0.5,18,0.9237002730369568,0.5877777934074402,
batchnorm,0.5,19,0.9055417776107788,0.6222222447395325,
batchnorm,0.5,20,0.8653684258460999,0.652222216129303,
batchnorm,0.5,21,0.8291792869567871,0.6777777671813965,
batchnorm,0.5,22,0.8019164800643921,0.695555567741394,
batchnorm,0.5,23,0.7595205307006836,0.7177777886390686,
batchnorm,0.5,24,0.7302678227424622,0.7366666793823242,
batchnorm,0.5,25,0.6835038065910339,0.7655555605888367,
batchnorm,0.5,26,0.6350088715553284,0.8033333420753479,
batchnorm,0.5,27,0.5839081406593323,0.8299999833106995,
batchnorm,0.5,28,0.5387241244316101,0.8588888645172119,
batchnorm,0.5,29,0.5055950284004211,0.8688889145851135,
batchnorm,0.5,30,0.46363911032676697,0.8788889050483704,
batchnorm,0.5,31,0.41137832403182983,0.9055555462837219,
batchnorm,0.5,32,0.37342220544815063,0.9144444465637207,
batchnorm,0.5,33,0.33107423782348633,0.9399999976158142,
batchnorm,0.5,34,0.29419511556625366,0.9511111378669739,
batchnorm,0.5,35,0.2577446699142456,0.9611111283302307,
batchnorm,0.5,36,0.22290387749671936,0.9777777791023254,
batchnorm,0.5,37,0.19542858004570007,0.9833333492279053,
batchnorm,0.5,38,0.17378419637680054,0.9866666793823242,
batchnorm,0.5,39,0.15424558520317078,0.9900000095367432,
batchnorm,0.5,40,0.1353922337293625,0.9911110997200012,
batchnorm,0.5,41,0.11928308755159378,0.9944444298744202,
batchnorm,0.5,42,0.1040128543972969,0.9988889098167419,
batchnorm,0.5,43,0.09365443885326385,0.9988889098167419,
batchnorm,0.5,44,0.08408445864915848,0.9988889098167419,
batchnorm,0.5,45,0.07515241950750351,1.0,
batchnorm,0.5,46,0.06791885942220688,1.0,
batchnorm,0.5,47,0.061524588614702225,1.0,
batchnorm,0.5,48,0.05602698028087616,1.0,
batchnorm,0.5,49,0.05162396654486656,1.0,
batchnorm,0.5,50,0.04774124547839165,1.0,
batchnorm,0.5,51,0.044449251145124435,1.0,
batchnorm,0.5,52,0.04162071645259857,1.0,
batchnorm,0.5,53,0.03898255527019501,1.0,
batchnorm,0.5,54,0.03663688525557518,1.0,
batchnorm,0.5,55,0.03453785926103592,1.0,
batchnorm,0.5,56,0.032631512731313705,1.0,
batchnorm,0.5,57,0.030905740335583687,1.0,
batchnorm,0.5,58,0.02934640273451805,1.0,
batchnorm,0.5,59,0.027929987758398056,1.0,
batchnorm,0.5,60,0.026631895452737808,1.0,
batchnorm,0.5,61,0.02545182965695858,1.0,
batchnorm,0.5,62,0.024373577907681465,1.0,
batchnorm,0.5,63,0.02338864654302597,1.0,
batchnorm,0.5,64,0.022484099492430687,1.0,
batchnorm,0.5,65,0.021650703623890877,1.0,
batchnorm,0.5,66,0.020879950374364853,1.0,
batchnorm,0.5,67,0.020164599642157555,1.0,
batchnorm,0.5,68,0.019502287730574608,1.0,
batchnorm,0.5,69,0.01888290047645569,1.0,
batchnorm,0.5,70,0.018303798511624336,1.0,
batchnorm,0.5,71,0.017762882634997368,1.0,
batchnorm,0.5,72,0.017253704369068146,1.0,
batchnorm,0.5,73,0.016774147748947144,1.0,
batchnorm,0.5,74,0.016323205083608627,1.0,
batchnorm,0.5,75,0.01589982397854328,1.0,
batchnorm,0.5,76,0.015499667264521122,1.0,
batchnorm,0.5,77,0.015120657160878181,1.0,
batchnorm,0.5,78,0.014762484468519688,1.0,
batchnorm,0.5,79,0.014423463493585587,1.0,
batchnorm,0.5,80,0.014101449400186539,1.0,
batchnorm,0.5,81,0.013795617036521435,1.0,
batchnorm,0.5,82,0.013504333794116974,1.0,
batchnorm,0.5,83,0.013226204551756382,1.0,
batchnorm,0.5,84,0.012960650026798248,1.0,
batchnorm,0.5,85,0.012706532143056393,1.0,
batchnorm,0.5,86,0.012463083490729332,1.0,
batchnorm,0.5,87,0.01222918089479208,1.0,
batchnorm,0.5,88,0.012004129588603973,1.0,
batchnorm,0.5,89,0.011787447147071362,1.0,
batchnorm,0.5,90,0.011579012498259544,1.0,
batchnorm,0.5,91,0.01137831062078476,1.0,
batchnorm,0.5,92,0.011184937320649624,1.0,
batchnorm,0.5,93,0.010998592711985111,1.0,
batchnorm,0.5,94,0.010818791575729847,1.0,
batchnorm,0.5,95,0.01064517442137003,1.0,
batchnorm,0.5,96,0.010477129369974136,1.0,
batchnorm,0.5,97,0.010314496234059334,1.0,
batchnorm,0.5,98,0.01015689317137003,1.0,
batchnorm,0.5,99,0.010003929026424885,1.0,
batchnorm,0.5,100,0.009855507872998714,1.0,
batchnorm,0.5,101,0.00971140991896391,1.0,
batchnorm,0.5,102,0.009571346454322338,1.0,
batchnorm,0.5,103,0.009435156360268593,1.0,
batchnorm,0.5,104,0.00930266734212637,1.0,
batchnorm,0.5,105,0.009173745289444923,1.0,
batchnorm,0.5,106,0.009048162028193474,1.0,
batchnorm,0.5,107,0.008925843052566051,1.0,
batchnorm,0.5,108,0.008806592784821987,1.0,
batchnorm,0.5,109,0.008690250106155872,1.0,
batchnorm,0.5,110,0.008576744236052036,1.0,
batchnorm,0.5,111,0.008465931750833988,1.0,
batchnorm,0.5,112,0.00835771206766367,1.0,
batchnorm,0.5,113,0.008251992054283619,1.0,
batchnorm,0.5,114,0.008148710243403912,1.0,
batchnorm,0.5,115,0.008047753013670444,1.0,
batchnorm,0.5,116,0.007949023507535458,1.0,
batchnorm,0.5,117,0.007852435111999512,1.0,
batchnorm,0.5,118,0.007757940795272589,1.0,
batchnorm,0.5,119,0.007665480487048626,1.0,
batchnorm,0.5,120,0.007574914488941431,1.0,
batchnorm,0.5,121,0.007486170157790184,1.0,
batchnorm,0.5,122,0.0073992181569337845,1.0,
batchnorm,0.5,123,0.00731397932395339,1.0,
batchnorm,0.5,124,0.0072303880006074905,1.0,
batchnorm,0.5,125,0.0071484604850411415,1.0,
batchnorm,0.5,126,0.00706809526309371,1.0,
batchnorm,0.5,127,0.006989183370023966,1.0,
batchnorm,0.5,128,0.006911727134138346,1.0,
batchnorm,0.5,129,0.0068357111886143684,1.0,
batchnorm,0.5,130,0.006761046126484871,1.0,
batchnorm,0.5,131,0.006687736138701439,1.0,
batchnorm,0.5,132,0.006615730468183756,1.0,
batchnorm,0.5,133,0.006544969510287046,1.0,
batchnorm,0.5,134,0.00647541182115674,1.0,
batchnorm,0.5,135,0.006407019216567278,1.0,
batchnorm,0.5,136,0.006339764688163996,1.0,
batchnorm,0.5,137,0.006273642648011446,1.0,
batchnorm,0.5,138,0.006208628416061401,1.0,
batchnorm,0.5,139,0.006144694052636623,1.0,
batchnorm,0.5,140,0.0060817706398665905,1.0,
batchnorm,0.5,141,0.006019858177751303,1.0,
batchnorm,0.5,142,0.005958958063274622,1.0,
batchnorm,0.5,143,0.0058990223333239555,1.0,
batchnorm,0.5,144,0.005840051919221878,1.0,
batchnorm,0.5,145,0.005781976040452719,1.0,
batchnorm,0.5,146,0.0057247900404036045,1.0,
batchnorm,0.5,147,0.005668478552252054,1.0,
batchnorm,0.5,148,0.005613045766949654,1.0,
batchnorm,0.5,149,0.005558478180319071,1.0,
batchnorm,0.5,150,0.005504765082150698,1.0,
residual,0.5,0,177.8401336669922,0.3333333432674408,
residual,0.5,1,22.677894592285156,0.30222222208976746,
residual,0.5,2,110.26815032958984,0.3333333432674408,
residual,0.5,3,82.25909423828125,0.3333333432674408,
residual,0.5,4,38.17948913574219,0.3333333432674408,
residual,0.5,5,23.141508102416992,0.3333333432674408,
residual,0.5,6,22.520965576171875,0.3333333432674408,
residual,0.5,7,13.917638778686523,0.3911111056804657,
residual,0.5,8,20.988828659057617,0.3333333432674408,
residual,0.5,9,21.780546188354492,0.3333333432674408,
residual,0.5,10,18.529199600219727,0.3333333432674408,
residual,0.5,11,13.233510971069336,0.3333333432674408,
residual,0.5,12,7.084564208984375,0.3333333432674408,
residual,0.5,13,1.8813387155532837,0.46444445848464966,
residual,0.5,14,2.594926595687866,0.3700000047683716,
residual,0.5,15,4.840488433837891,0.3333333432674408,
residual,0.5,16,5.771697998046875,0.3333333432674408,
residual,0.5,17,5.632091045379639,0.35555556416511536,
residual,0.5,18,5.65282678604126,0.3888888955116272,
residual,0.5,19,5.727591514587402,0.3333333432674408,
residual,0.5,20,5.182467937469482,0.3333333432674408,
residual,0.5,21,4.445218563079834,0.49222221970558167,
residual,0.5,22,3.948913812637329,0.38111111521720886,
residual,0.5,23,3.4326584339141846,0.3700000047683716,
residual,0.5,24,2.701714038848877,0.378888875246048,
residual,0.5,25,1.913703203201294,0.5166666507720947,
residual,0.5,26,1.2807973623275757,0.503333330154419,
residual,0.5,27,0.8824827671051025,0.4866666793823242,
residual,0.5,28,0.9481581449508667,0.5,
residual,0.5,29,1.3751685619354248,0.4322222173213959,
residual,0.5,30,1.7594157457351685,0.3333333432674408,
residual,0.5,31,1.793937087059021,0.3333333432674408,
residual,0.5,32,1.5079799890518188,0.3444444537162781,
residual,0.5,33,1.111862301826477,0.4911110997200012,
residual,0.5,34,0.8514408469200134,0.5144444704055786,
residual,0.5,35,0.7673680782318115,0.5144444704055786,
residual,0.5,36,0.8076708316802979,0.5277777910232544,
residual,0.5,37,0.9113386869430542,0.5622222423553467,
residual,0.5,38,1.0107437372207642,0.5166666507720947,
residual,0.5,39,1.0609909296035767,0.5111111402511597,
residual,0.5,40,1.0500428676605225,0.5144444704055786,
residual,0.5,41,0.9860695600509644,0.5133333206176758,
residual,0.5,42,0.8927200436592102,0.5311111211776733,
residual,0.5,43,0.8037243485450745,0.5211111307144165,
residual,0.5,44,0.7456331253051758,0.5244444608688354,
residual,0.5,45,0.7254915833473206,0.5133333206176758,
residual,0.5,46,0.7358679175376892,0.5155555605888367,
residual,0.5,47,0.7623744010925293,0.5166666507720947,
residual,0.5,48,0.7879993319511414,0.5133333206176758,
residual,0.5,49,0.7989475727081299,0.5177778005599976,
residual,0.5,50,0.789953351020813,0.5166666507720947,
residual,0.5,51,0.7638351321220398,0.5144444704055786,
residual,0.5,52,0.7297238707542419,0.5144444704055786,
residual,0.5,53,0.6995708346366882,0.5177778005599976,
residual,0.5,54,0.6815820336341858,0.5133333206176758,
residual,0.5,55,0.6786909699440002,0.5133333206176758,
residual,0.5,56,0.6871557831764221,0.5277777910232544,
residual,0.5,57,0.6978039741516113,0.5400000214576721,
residual,0.5,58,0.700708270072937,0.551111102104187,
residual,0.5,59,0.6921294927597046,0.551111102104187,
residual,0.5,60,0.6754749417304993,0.5422222018241882,
residual,0.5,61,0.6582180261611938,0.5377777814865112,
residual,0.5,62,0.647292971611023,0.5299999713897705,
residual,0.5,63,0.6450574398040771,0.5277777910232544,
residual,0.5,64,0.6489493250846863,0.5400000214576721,
residual,0.5,65,0.6529787182807922,0.5588889122009277,
residual,0.5,66,0.6514355540275574,0.5655555725097656,
residual,0.5,67,0.6433956623077393,0.5633333325386047,
residual,0.5,68,0.6327496767044067,0.550000011920929,
residual,0.5,69,0.6246658563613892,0.5533333420753479,
residual,0.5,70,0.6215888857841492,0.5566666722297668,
residual,0.5,71,0.622338593006134,0.5655555725097656,
residual,0.5,72,0.6232864856719971,0.5733333230018616,
residual,0.5,73,0.6215147376060486,0.5777778029441833,
residual,0.5,74,0.6164150238037109,0.5777778029441833,
residual,0.5,75,0.6098181009292603,0.5766666531562805,
residual,0.5,76,0.604307234287262,0.5744444727897644,
residual,0.5,77,0.601181149482727,0.5811111330986023,
residual,0.5,78,0.5999047756195068,0.5933333039283752,
residual,0.5,79,0.5988162755966187,0.605555534362793,
residual,0.5,80,0.5961373448371887,0.6111111044883728,
residual,0.5,81,0.591608464717865,0.6122221946716309,
residual,0.5,82,0.5865178108215332,0.6255555748939514,
residual,0.5,83,0.5824293494224548,0.6344444155693054,
residual,0.5,84,0.5799434185028076,0.652222216129303,
residual,0.5,85,0.578011691570282,0.6700000166893005,
residual,0.5,86,0.5752769112586975,0.6866666674613953,
residual,0.5,87,0.5712637901306152,0.6877777576446533,
residual,0.5,88,0.5666768550872803,0.6866666674613953,
residual,0.5,89,0.5624284744262695,0.6866666674613953,
residual,0.5,90,0.5588512420654297,0.6899999976158142,
residual,0.5,91,0.5556347370147705,0.699999988079071,
residual,0.5,92,0.5521919131278992,0.70333331823349,
residual,0.5,93,0.5483890175819397,0.7055555582046509,
residual,0.5,94,0.5445330739021301,0.7133333086967468,
residual,0.5,95,0.5409348607063293,0.7200000286102295,
residual,0.5,96,0.5366880893707275,0.7300000190734863,
residual,0.5,97,0.5326886177062988,0.7411110997200012,
residual,0.5,98,0.5288610458374023,0.754444420337677,
residual,0.5,99,0.5252997875213623,0.7588889002799988,
residual,0.5,100,0.5216048359870911,0.7644444704055786,
residual,0.5,101,0.5176692605018616,0.7722222208976746,
residual,0.5,102,0.5137816071510315,0.7755555510520935,
residual,0.5,103,0.5096682906150818,0.7777777910232544,
residual,0.5,104,0.5052598118782043,0.7844444513320923,
residual,0.5,105,0.5008870959281921,0.7866666913032532,
residual,0.5,106,0.4967125654220581,0.7933333516120911,
residual,0.5,107,0.49252399802207947,0.7922222018241882,
residual,0.5,108,0.4882296621799469,0.7955555319786072,
residual,0.5,109,0.4838463068008423,0.8022222518920898,
residual,0.5,110,0.4794011116027832,0.8166666626930237,
residual,0.5,111,0.474823534488678,0.8288888931274414,
residual,0.5,112,0.47052544355392456,0.8433333039283752,
residual,0.5,113,0.46602097153663635,0.8533333539962769,
residual,0.5,114,0.4611654579639435,0.8533333539962769,
residual,0.5,115,0.45636749267578125,0.8611111044883728,
residual,0.5,116,0.4516759216785431,0.8655555844306946,
residual,0.5,117,0.44682711362838745,0.8677777647972107,
residual,0.5,118,0.44192254543304443,0.8677777647972107,
residual,0.5,119,0.4370776116847992,0.8722222447395325,
residual,0.5,120,0.43213799595832825,0.8833333253860474,
residual,0.5,121,0.4268815815448761,0.902222216129303,
residual,0.5,122,0.42123734951019287,0.9066666960716248,
residual,0.5,123,0.4158623218536377,0.9100000262260437,
residual,0.5,124,0.4103837311267853,0.9111111164093018,
residual,0.5,125,0.40455082058906555,0.9155555367469788,
residual,0.5,126,0.39807137846946716,0.9322222471237183,
residual,0.5,127,0.3918823301792145,0.945555567741394,
residual,0.5,128,0.38556843996047974,0.948888897895813,
residual,0.5,129,0.3791782557964325,0.9444444179534912,
residual,0.5,130,0.3716760277748108,0.9477777481079102,
residual,0.5,131,0.36579152941703796,0.9566666483879089,
residual,0.5,132,0.3591124713420868,0.9577777981758118,
residual,0.5,133,0.3525947332382202,0.9566666483879089,
residual,0.5,134,0.34682583808898926,0.9555555582046509,
residual,0.5,135,0.34059491753578186,0.9588888883590698,
residual,0.5,136,0.33403557538986206,0.9599999785423279,
residual,0.5,137,0.3278144896030426,0.9611111283302307,
residual,0.5,138,0.3215652406215668,0.9644444584846497,
residual,0.5,139,0.3152076005935669,0.9633333086967468,
residual,0.5,140,0.3089464008808136,0.9655555486679077,
residual,0.5,141,0.30208200216293335,0.9655555486679077,
residual,0.5,142,0.2956831455230713,0.9666666388511658,
residual,0.5,143,0.2893504202365875,0.9755555391311646,
residual,0.5,144,0.2827532887458801,0.9766666889190674,
residual,0.5,145,0.276208758354187,0.9766666889190674,
residual,0.5,146,0.26955312490463257,0.9777777791023254,
residual,0.5,147,0.2630343735218048,0.9855555295944214,
residual,0.5,148,0.2564469277858734,0.9855555295944214,
residual,0.5,149,0.2502029836177826,0.9855555295944214,
residual,0.5,150,0.24338765442371368,0.9855555295944214,
