alpha,step,loss,accuracy,first_nonfinite
0.5,0,1.0986119508743286,0.3333333432674408,
0.5,1,1.0986123085021973,0.3333333432674408,
0.5,2,1.0986123085021973,0.3333333432674408,
0.5,3,1.0986123085021973,0.3333333432674408,
0.5,4,1.0986123085021973,0.3333333432674408,
0.5,5,1.0986123085021973,0.3333333432674408,
0.5,6,1.0986123085021973,0.3333333432674408,
0.5,7,1.0986120700836182,0.3333333432674408,
0.5,8,1.0986120700836182,0.3333333432674408,
0.5,9,1.0986124277114868,0.3333333432674408,
0.5,10,1.0986123085021973,0.3333333432674408,
0.5,11,1.0986120700836182,0.3333333432674408,
0.5,12,1.0986121892929077,0.3333333432674408,
0.5,13,1.0986123085021973,0.3333333432674408,
0.5,14,1.0986121892929077,0.3333333432674408,
0.5,15,1.0986123085021973,0.3333333432674408,
0.5,16,1.0986123085021973,0.3333333432674408,
0.5,17,1.0986121892929077,0.3333333432674408,
0.5,18,1.0986124277114868,0.3333333432674408,
0.5,19,1.0986123085021973,0.3333333432674408,
0.5,20,1.0986123085021973,0.3333333432674408,
0.5,21,1.0986120700836182,0.3333333432674408,
0.5,22,1.0986123085021973,0.3333333432674408,
0.5,23,1.0986124277114868,0.3333333432674408,
0.5,24,1.0986121892929077,0.3333333432674408,
0.5,25,1.0986123085021973,0.3333333432674408,
0.5,26,1.0986123085021973,0.3333333432674408,
0.5,27,1.0986123085021973,0.3333333432674408,
0.5,28,1.0986123085021973,0.3333333432674408,
0.5,29,1.0986123085021973,0.3333333432674408,
0.5,30,1.0986125469207764,0.3333333432674408,
0.5,31,1.0986120700836182,0.3333333432674408,
0.5,32,1.0986123085021973,0.3333333432674408,
0.5,33,1.0986123085021973,0.3333333432674408,
0.5,34,1.0986123085021973,0.3333333432674408,
0.5,35,1.0986121892929077,0.3333333432674408,
0.5,36,1.0986123085021973,0.3333333432674408,
0.5,37,1.0986123085021973,0.3333333432674408,
0.5,38,1.0986123085021973,0.3333333432674408,
0.5,39,1.0986121892929077,0.3333333432674408,
0.5,40,1.0986124277114868,0.3333333432674408,
0.5,41,1.0986121892929077,0.3333333432674408,
0.5,42,1.0986121892929077,0.3333333432674408,
0.5,43,1.0986121892929077,0.3333333432674408,
0.5,44,1.0986123085021973,0.3333333432674408,
0.5,45,1.0986123085021973,0.3333333432674408,
0.5,46,1.0986123085021973,0.3333333432674408,
0.5,47,1.0986123085021973,0.3333333432674408,
0.5,48,1.0986120700836182,0.3333333432674408,
0.5,49,1.0986121892929077,0.3333333432674408,
0.5,50,1.0986123085021973,0.3333333432674408,
0.5,51,1.0986121892929077,0.3333333432674408,
0.5,52,1.0986123085021973,0.3333333432674408,
0.5,53,1.0986123085021973,0.3333333432674408,
0.5,54,1.0986123085021973,0.3333333432674408,
0.5,55,1.0986123085021973,0.3333333432674408,
0.5,56,1.0986123085021973,0.3333333432674408,
0.5,57,1.0986123085021973,0.3333333432674408,
0.5,58,1.0986121892929077,0.3333333432674408,
0.5,59,1.0986121892929077,0.3333333432674408,
0.5,60,1.0986121892929077,0.3333333432674408,
0.5,61,1.0986123085021973,0.3333333432674408,
0.5,62,1.0986124277114868,0.3333333432674408,
0.5,63,1.0986121892929077,0.3333333432674408,
0.5,64,1.0986121892929077,0.3333333432674408,
0.5,65,1.0986124277114868,0.3333333432674408,
0.5,66,1.0986124277114868,0.3333333432674408,
0.5,67,1.0986123085021973,0.3333333432674408,
0.5,68,1.0986121892929077,0.3333333432674408,
0.5,69,1.0986121892929077,0.3333333432674408,
0.5,70,1.0986124277114868,0.3333333432674408,
0.5,71,1.0986121892929077,0.3333333432674408,
0.5,72,1.0986123085021973,0.3333333432674408,
0.5,73,1.0986123085021973,0.3333333432674408,
0.5,74,1.0986124277114868,0.3333333432674408,
0.5,75,1.0986123085021973,0.3333333432674408,
0.5,76,1.0986123085021973,0.3333333432674408,
0.5,77,1.0986123085021973,0.3333333432674408,
0.5,78,1.0986123085021973,0.3333333432674408,
0.5,79,1.0986123085021973,0.3333333432674408,
0.5,80,1.0986123085021973,0.3333333432674408,
0.5,81,1.0986123085021973,0.3333333432674408,
0.5,82,1.0986121892929077,0.3333333432674408,
0.5,83,1.0986124277114868,0.3333333432674408,
0.5,84,1.0986123085021973,0.3333333432674408,
0.5,85,1.0986123085021973,0.3333333432674408,
0.5,86,1.0986123085021973,0.3333333432674408,
0.5,87,1.0986121892929077,0.3333333432674408,
0.5,88,1.0986123085021973,0.3333333432674408,
0.5,89,1.0986123085021973,0.3333333432674408,
0.5,90,1.0986120700836182,0.3333333432674408,
0.5,91,1.0986121892929077,0.3333333432674408,
0.5,92,1.0986123085021973,0.3333333432674408,
0.5,93,1.0986123085021973,0.3333333432674408,
0.5,94,1.0986123085021973,0.3333333432674408,
0.5,95,1.0986123085021973,0.3333333432674408,
0.5,96,1.0986121892929077,0.3333333432674408,
0.5,97,1.0986123085021973,0.3333333432674408,
0.5,98,1.0986123085021973,0.3333333432674408,
0.5,99,1.0986124277114868,0.3333333432674408,
0.5,100,1.0986124277114868,0.3333333432674408,
0.5,101,1.0986120700836182,0.3333333432674408,
0.5,102,1.0986124277114868,0.3333333432674408,
0.5,103,1.0986123085021973,0.3333333432674408,
0.5,104,1.0986123085021973,0.3333333432674408,
0.5,105,1.0986123085021973,0.3333333432674408,
0.5,106,1.0986123085021973,0.3333333432674408,
0.5,107,1.0986123085021973,0.3333333432674408,
0.5,108,1.0986123085021973,0.3333333432674408,
0.5,109,1.0986123085021973,0.3333333432674408,
0.5,110,1.0986124277114868,0.3333333432674408,
0.5,111,1.0986123085021973,0.3333333432674408,
0.5,112,1.0986120700836182,0.3333333432674408,
0.5,113,1.0986123085021973,0.3333333432674408,
0.5,114,1.0986123085021973,0.3333333432674408,
0.5,115,1.0986123085021973,0.3333333432674408,
0.5,116,1.0986120700836182,0.3333333432674408,
0.5,117,1.0986123085021973,0.3333333432674408,
0.5,118,1.0986121892929077,0.3333333432674408,
0.5,119,1.0986121892929077,0.3333333432674408,
0.5,120,1.0986120700836182,0.3333333432674408,
0.5,121,1.0986121892929077,0.3333333432674408,
0.5,122,1.0986120700836182,0.3333333432674408,
0.5,123,1.0986121892929077,0.3333333432674408,
0.5,124,1.0986123085021973,0.3333333432674408,
0.5,125,1.0986121892929077,0.3333333432674408,
0.5,126,1.0986120700836182,0.3333333432674408,
0.5,127,1.0986124277114868,0.3333333432674408,
0.5,128,1.0986121892929077,0.3333333432674408,
0.5,129,1.0986120700836182,0.3333333432674408,
0.5,130,1.0986120700836182,0.3333333432674408,
0.5,131,1.0986120700836182,0.3333333432674408,
0.5,132,1.0986120700836182,0.3333333432674408,
0.5,133,1.0986121892929077,0.3333333432674408,
0.5,134,1.0986123085021973,0.3333333432674408,
0.5,135,1.0986120700836182,0.3333333432674408,
0.5,136,1.0986119508743286,0.3333333432674408,
0.5,137,1.0986120700836182,0.3333333432674408,
0.5,138,1.0986121892929077,0.3333333432674408,
0.5,139,1.0986119508743286,0.3333333432674408,
0.5,140,1.0986120700836182,0.3333333432674408,
0.5,141,1.0986123085021973,0.3333333432674408,
0.5,142,1.0986120700836182,0.3333333432674408,
0.5,143,1.0986120700836182,0.3333333432674408,
0.5,144,1.0986120700836182,0.3333333432674408,
0.5,145,1.0986121892929077,0.3333333432674408,
0.5,146,1.0986120700836182,0.3333333432674408,
0.5,147,1.0986119508743286,0.3333333432674408,
0.5,148,1.0986120700836182,0.3333333432674408,
0.5,149,1.0986119508743286,0.3333333432674408,
0.5,150,1.0986123085021973,0.3333333432674408,
1.0,0,1.2242240905761719,0.3333333432674408,
1.0,1,1.0952297449111938,0.26777777075767517,
1.0,2,1.0931040048599243,0.28777778148651123,
1.0,3,1.081138253211975,0.45222222805023193,
1.0,4,1.068151831626892,0.46000000834465027,
1.0,5,1.0473603010177612,0.5711110830307007,
1.0,6,1.0190227031707764,0.5055555701255798,
1.0,7,0.9942655563354492,0.49888888001441956,
1.0,8,0.9612431526184082,0.4911110997200012,
1.0,9,0.9187254905700684,0.5099999904632568,
1.0,10,0.8705014586448669,0.507777750492096,
1.0,11,0.8199891448020935,0.5155555605888367,
1.0,12,0.7705762982368469,0.5311111211776733,
1.0,13,0.7261621952056885,0.5244444608688354,
1.0,14,0.7163242697715759,0.597777783870697,
1.0,15,0.7652149200439453,0.5366666913032532,
1.0,16,0.6750646233558655,0.5266666412353516,
1.0,17,0.6854257583618164,0.5988888740539551,
1.0,18,0.5991594791412354,0.6622222065925598,
1.0,19,0.5907890200614929,0.6822222471237183,
1.0,20,0.5720100998878479,0.7066666483879089,
1.0,21,0.5352409482002258,0.7522222399711609,
1.0,22,0.5421542525291443,0.70333331823349,
1.0,23,0.48868170380592346,0.6977777481079102,
1.0,24,0.4694146513938904,0.7922222018241882,
1.0,25,0.41563186049461365,0.8455555438995361,
1.0,26,0.4088262915611267,0.8388888835906982,
1.0,27,0.361259400844574,0.8999999761581421,
1.0,28,0.36764732003211975,0.8444444537162781,
1.0,29,0.4018931984901428,0.8177777528762817,
1.0,30,0.3082939088344574,0.8711110949516296,
1.0,31,0.428104430437088,0.7633333206176758,
1.0,32,0.31418195366859436,0.8544444441795349,
1.0,33,0.3926834464073181,0.7988888621330261,
1.0,34,0.3016016185283661,0.8677777647972107,
1.0,35,0.30105268955230713,0.8588888645172119,
1.0,36,0.22443735599517822,0.9166666865348816,
1.0,37,0.3794308602809906,0.8666666746139526,
1.0,38,0.23510301113128662,0.9122222065925598,
1.0,39,0.30251583456993103,0.8766666650772095,
1.0,40,0.5032454133033752,0.846666693687439,
1.0,41,0.3126193881034851,0.8655555844306946,
1.0,42,0.6666139960289001,0.804444432258606,
1.0,43,0.6388038396835327,0.7922222018241882,
1.0,44,0.5063100457191467,0.7977777719497681,
1.0,45,0.2436753660440445,0.894444465637207,
1.0,46,0.2042834311723709,0.9377777576446533,
1.0,47,0.389453262090683,0.7988888621330261,
1.0,48,0.33178749680519104,0.8633333444595337,
1.0,49,0.21858711540699005,0.9244444370269775,
1.0,50,0.20008504390716553,0.9322222471237183,
1.0,51,0.18669062852859497,0.9355555772781372,
1.0,52,0.18564282357692719,0.9388889074325562,
1.0,53,0.21169525384902954,0.9188888669013977,
1.0,54,0.16531677544116974,0.9566666483879089,
1.0,55,0.14355973899364471,0.9688888788223267,
1.0,56,0.1331554800271988,0.9766666889190674,
1.0,57,0.1254207342863083,0.9733333587646484,
1.0,58,0.11303876340389252,0.9766666889190674,
1.0,59,0.10302150994539261,0.9800000190734863,
1.0,60,0.0970366820693016,0.9811111092567444,
1.0,61,0.08567751199007034,0.9877777695655823,
1.0,62,0.07210744917392731,0.9933333396911621,
1.0,63,0.0662781149148941,0.9977777600288391,
1.0,64,0.06469177454710007,0.9988889098167419,
1.0,65,0.06258149445056915,0.9988889098167419,
1.0,66,0.05677127093076706,0.9988889098167419,
1.0,67,0.0496404767036438,0.9988889098167419,
1.0,68,0.04383178800344467,0.9988889098167419,
1.0,69,0.03979603201150894,0.9988889098167419,
1.0,70,0.037411849945783615,0.9988889098167419,
1.0,71,0.03429689258337021,0.9988889098167419,
1.0,72,0.03025064803659916,0.9988889098167419,
1.0,73,0.027550673112273216,0.9988889098167419,
1.0,74,0.025447631254792213,0.9988889098167419,
1.0,75,0.023526547476649284,0.9988889098167419,
1.0,76,0.021704286336898804,0.9988889098167419,
1.0,77,0.01983565092086792,0.9988889098167419,
1.0,78,0.017753073945641518,0.9988889098167419,
1.0,79,0.015525254420936108,0.9988889098167419,
1.0,80,0.01350746862590313,0.9988889098167419,
1.0,81,0.011868863366544247,0.9988889098167419,
1.0,82,0.010609379038214684,0.9988889098167419,
1.0,83,0.009722332470119,0.9988889098167419,
1.0,84,0.008837665431201458,0.9988889098167419,
1.0,85,0.007937708869576454,1.0,
1.0,86,0.007155079394578934,1.0,
1.0,87,0.0063324542716145515,1.0,
1.0,88,0.005548512097448111,1.0,
1.0,89,0.0049162437207996845,1.0,
1.0,90,0.004343272652477026,1.0,
1.0,91,0.0038371228147298098,1.0,
1.0,92,0.0034208502620458603,1.0,
1.0,93,0.0030791591852903366,1.0,
1.0,94,0.002756982808932662,1.0,
1.0,95,0.002473648404702544,1.0,
1.0,96,0.0022349434439092875,1.0,
1.0,97,0.0020251874811947346,1.0,
1.0,98,0.0018100256565958261,1.0,
1.0,99,0.0016162660904228687,1.0,
1.0,100,0.001452866243198514,1.0,
1.0,101,0.001307657570578158,1.0,
1.0,102,0.0011710867984220386,1.0,
1.0,103,0.001050649443641305,1.0,
1.0,104,0.0009589933906681836,1.0,
1.0,105,0.0008874774794094265,1.0,
1.0,106,0.0008258188026957214,1.0,
1.0,107,0.0007647612364962697,1.0,
