update,train_nll,heldout_nll
75,0.6479331801541347,0.683263332676846
76,0.6477923847673532,0.6857265698179685
77,0.6475671279987107,0.6856363908283273
78,0.6474479474202669,0.6836473771444516
79,0.6473094801061704,0.6806621713929161
80,0.6472094341705829,0.6783241406838054
81,0.6471003013796687,0.6783585671105777
82,0.6469497508051789,0.6802055052058458
83,0.646891479563627,0.682158816920266
84,0.6468071262862812,0.6823661389246612
85,0.6467450035365253,0.680776046035949
86,0.6466758670975087,0.6788048918316378
87,0.646584091433278,0.678719487120287
88,0.6465435214478125,0.6802166464712973
89,0.6464915516908569,0.6795911171417021
90,0.6464212045744127,0.6787314789074768
91,0.6463933968926777,0.679842025687646
92,0.6463456287146622,0.6818564237931042
93,0.64630506285466,0.6825655729319201
94,0.6462678413846872,0.6806478070365789
95,0.6462348750863326,0.6790588999732774
96,0.6462133667711314,0.6786674884421774
97,0.6461913905849827,0.6784695560936774
98,0.6461859148272583,0.6776044696116296
99,0.646199294051881,0.6793557135667238
100,0.6462663214607488,0.6805430364310646
101,0.6463984996272226,0.6821515611053925
102,0.6466162054485514,0.6799631862364204
103,0.6467479019182475,0.6808811125323665
104,0.6466433693772575,0.6799657300484215
105,0.6462233481451796,0.6798810686650129
106,0.6459624487163377,0.6791328104389077
107,0.6460652859706014,0.6789010854834528
108,0.6462829134110153,0.6804428355768602
109,0.6462960166803882,0.6795613014186201
110,0.6460569751301987,0.6792312207489337
111,0.6459072312113358,0.6795109046899325
112,0.6459720251614026,0.6788418034238881
113,0.6460676372917936,0.6800948251713007
114,0.6460328106178727,0.6798110424301
115,0.6459171226792108,0.6795971701717824
116,0.6458786014436828,0.6800886339062369
117,0.6459177303661692,0.6792017225633205
118,0.6459238132494739,0.6803307218333922
119,0.6458657236529545,0.6787597331188336
120,0.6458075346174763,0.6782892716905697
121,0.6458155620985738,0.6797461495347583
122,0.6458549106609615,0.6795537401605366
123,0.6458501342404167,0.6806454556565072
124,0.6457894272065844,0.6787139899944812
125,0.645727747274511,0.6792943285667217
126,0.6457184094858536,0.6796482941595207
127,0.6457516892593438,0.6788097119237195
128,0.6457808982236388,0.6799295600347572
129,0.6457722350711502,0.678996426236077
130,0.6457298782948887,0.6802171169337163
131,0.6456840088997958,0.678925130640772
132,0.6456623475685911,0.6792781714496172
133,0.6456670703653289,0.6796841456751562
134,0.6456817318507665,0.6788219731525817
135,0.6456897303406777,0.6795222616320387
136,0.6456845158958302,0.6788781199822949
137,0.6456690365332504,0.680088925347628
